Node,Degree
common_term,1
more_fill_tube,1
theparachute,1
parentcryptographic_device,1
mathematical_bit,1
planet_eg,1
high_climb,1
terrain_obstacle,1
takenas,1
multiple_gateway,1
heart_rate_sensor,1
enumerate,1
common_radio,1
hue,1
itcontains,1
Fresh_Look_study,1
restricted_zone,1
firstimage_frame,1
CE_certification,1
troubleshooting,1
different_counter,1
radio_network,1
constellation_symbol,1
visual_warning_instrument,1
morecomponents,1
actual_video_surveillance_information,1
allocation_algorithm,1
bodyof,1
aircraft_use,1
instructionmight,1
eg_micro-cell_tower,1
acoustic_sound_data,1
L-band_frequency,1
powersignal,1
entireweight,1
batterycircuit_board,1
high_lifting_force,1
Ensure,1
quadrant,1
intraditional,1
form_factor,1
locallight_parcel_delivery,1
butnot,1
dusting,1
such_race,1
112,1
databaseincludes,1
real-time_group-wise_intent,1
removable_propeller,1
actual_rock_wall,1
senior_US_Air_Force_official,1
corresponding_main_memory,1
power_loading,1
such_acceleration,1
miniature_UAV_version,1
marine_autonomous_vehicle_application,1
havesufficient_response_time,1
6201499,1
other_set,1
determinedlanding_position,1
aircraft_vehicle_stability,1
other_difficulty,1
Heat_stress,1
adestination_location,1
external_shock,1
survivability,1
andor_computer_program_product_pre-position,1
efficiency_problem,1
frombelow,1
banking_institution,1
multiple_incoming_threat,1
educate,1
different_cross-sectional_area,1
thefirst_grating,1
mat,1
successor_medium,1
limiteddowntime,1
standpoint,1
more_processorsmay,1
move_backwards,1
commercial_insurance_policy_deviation,1
thehover_mode,1
out-of-band_communication,1
inventor_Roberts,1
angular_rotation,1
more_UAV_attribute,1
UAV_transfersie_UAV_pick-up_transfer,1
respective_flight_route,1
orchestrate,1
amonitoring,1
certaindirection,1
shaping,1
directional_vectorchanges,1
multiple_rotor_type_VTOL_aircraft,1
design_modeling,1
evolved_Packet_Data_Gateway,1
local_energy_storage_medium,1
overlayingthe_supplemental_information,1
listening_switch,1
working_mode,1
dont,1
fixing_screw,1
city_supply,1
shrapnel,1
detected_measurement_data,1
mission_performance,1
modern_era,1
first_gimbal_assembly,1
maximumvalue,1
second_further_crush,1
inactivebeam,1
receivesdata,1
prosecutable_trackfiles,1
heightened_risk,1
wireless_energy_transfer_scheme,1
urban_scene,1
surrounding_data,1
interpolation_system,1
complete_process_automation,1
peacekeeping,1
previous_automotive_structure,1
housedan_electric_machine_housing,1
computes,1
event_andor_data_feed,1
multiple_hardware,1
right_thrust-generating_device,1
earth_location,1
desired_roll_attitude,1
aboveone,1
multi-part_navigation_process,1
illustrative_block_diagram,1
radar_detection_andor,1
on-the-go_fashion,1
short_message,1
automatic_take-off,1
article_Basic_concept,1
hard-to-reach_area,1
standard_post-processing_architecture,1
third-party_organization,1
thedeployment_system,1
speed_monitoring_device,1
corresponding_UAV,1
object_decrease,1
arespecified,1
aerialdevices,1
Boston,1
guidance_technology,1
light_movementresponse,1
captured_image_data,1
tilting_mechanism,1
otheragreement_creator,1
particular_Station,1
candidate_data_stream,1
more_batteriesone,1
global_positioning_system_technology,1
reliability_problem,1
impact_mitigation,1
corrugation,1
Georgia,1
enginewhich,1
main_rotorsdrivetrain,1
mobile_power-beaming,1
strike_operation,1
poor_application_performance,1
thelight,1
Internet_technology,1
banking,1
printing_task,1
software_system,1
current_weather_condition,1
approved_flight_controller,1
rear-most_surface,1
second_two-way_voicedevice,1
proxy,1
work_station,1
called_region,1
postal_service,1
such_countermeasure,1
tBP,1
practical_threat,1
haslimited_effect,1
certain_specie,1
devise,1
assembled_UAVis,1
illustrated_example_embodiment,1
primary_theory,1
assigned_corresponding_group,1
buildingor_facility_owner,1
charged_diesel,1
current_game,1
service_mission,1
contingent,1
autonomous_crawler,1
determined_direction_priority,1
standard_circuit_board,1
obstacle_reporting,1
real_time_delivery,1
mathematical_technique,1
spectral_filter_element,1
various_figure,1
drone_device_security_system,1
Ground_system,1
ground_elevation_measurement,1
trajectory_generation_algorithm,1
field_ofview,1
utilizing_air_bursttechnology,1
high_confidence_level,1
support_equipment,1
current_use,1
receivedsensor_data,1
current_tacticalaircraft,1
thespatial_coordinate,1
complex_structure,1
translational_motionand,1
stationary_structure_andor,1
inventive_principle,1
spherical_image_andor,1
andharnessing,1
common_characteristic,1
camera_stability,1
subsystem_redundancy,1
appropriate_software,1
home_smart_system,1
backupwireless_network,1
aforementioned_difference,1
thedefined_space,1
trained_classifier,1
andan_inner_channel,1
identified_structure,1
extended_loitering,1
mannings_invention,1
traditional_vehicle,1
cesium,1
more_remote_control_device,1
United_States_Occupational_Safety,1
outgoingcalls,1
theembodiments,1
over-runprocess,1
various,1
path_change,1
emergency_response,1
gameplay,1
Hagenstad_invention,1
theoutside_scene,1
Self_Localization,1
turnstored,1
inflatable_balloon,1
satellite_hardware,1
intermediary_segment,1
numerous_organization,1
airborne,1
aquick_release_fastener,1
single_housing,1
blunt-impact_round,1
quick_response_code,1
set_sequence,1
pre-flight,1
timeefficient_manner,1
second_housing_defines,1
web_page_ofFIG,1
reliable_structure,1
Automated_Hazard_Handling_Routine_Engagement,1
thecandidate_door,1
critical_factor,1
athreat_exists,1
next_image,1
differentspeeds,1
multi_directional_oblique_camera_rig,1
other_incident,1
improved_physical_robustness,1
facial_recognition_processing,1
typical_inventive_practice,1
embodimentsthe_request,1
usingsimple_projecting_mechanism,1
adherence,1
deployed_position,1
different_jurisdiction,1
drone_security_system,1
afterthe_external_standby_mode_end,1
entertainment_us,1
scalemulti-copter,1
policy-making_community,1
anddisability,1
merchandise,1
return_signal,1
installation_time,1
present_air_control_system,1
attachedload,1
deadly_virus,1
solar-powered_aircraft_comprises,1
requisite_power_output,1
Three_Ideas,1
small_dronesinflight,1
easy_use,1
drop-off_location_planning,1
herbicide_resistance,1
beamstoward,1
social_medial_platform,1
disallow,1
first-person_view_flight,1
baseStation,1
select_item_transfer_point,1
peak_elevation,1
scene_content,1
obtainindicia,1
finger_print_recognition,1
response_todetermining,1
so-called_fog_harvesting,1
more_altitude_rule,1
photocell,1
acidity,1
static_fashion,1
operable_cable-connected_flight_control_surface,1
outdoor_use,1
societys_communication_data_requirement,1
electric_travel_range,1
rotorseach_rotor,1
backhaul_system,1
capturedmicrowaves,1
withproviding,1
other_flightvariables,1
setup_difficulty,1
seeder-feeder_type,1
building_material,1
remote-control_circuit,1
GLONASS,1
wireless_receive-transmitter_pair,1
4028916,1
typical_deployment_system,1
wide,1
emphasize,1
fourthconfidence_measure,1
audio_analysis,1
increasingsafety,1
improvised_explosive_deviceslandmines,1
miniaturize,1
100-214_THz_short-wave,1
significant_collateral_damage,1
specific_orientation,1
battery-powered_operation,1
tamper-resistance,1
employment,1
operationalloads,1
caused_injury,1
open_generic_platform,1
Propagation_Non-Patent_Document,1
view_information,1
aforementioned_electronic_component,1
UAVandor_UAVGS,1
first_globalvoltage,1
OSS,1
componentsoftware,1
Radio_Gear,1
mantle_rotates,1
fourth_wing,1
relative_moving_part,1
gatewayand_cloud_network,1
aggregatingthe,1
social_connection_module,1
simplified_method,1
spraying_equipment,1
anintegrated_manner,1
radio_frequency_emission_signature,1
agreement_monitordetermines,1
Information_Assurancerequirements,1
preset_racing_course,1
considerthree_field_police_officer,1
accurate_GPS,1
step-by-step_involvement_andor_management,1
RFIDinformation,1
configurablestore,1
trained_technician,1
second_three-dimensional_representation_toidentify_difference,1
neutron,1
first_source_device,1
kinematical_similitude,1
modern_economy,1
whichperforms,1
systemmaintenance_operator,1
aprogrammable_component,1
low_percentage,1
several_sender,1
Photos,1
record_carrier,1
friendly_fire_refers,1
hooking_solution,1
microcontroller_clockrates,1
orhostile,1
vehicle_cabin_control,1
Reform_Act,1
e-commerce_application,1
location_bypatient_observation,1
symbol_rate,1
move_debris,1
other_cloud,1
periodic_modification,1
various_display_device,1
good_quality_reception,1
other_agrochemicals,1
Gbps,1
gas_specie,1
Strehl_ratio,1
more_computer_memory,1
trading_party,1
uninstalled,1
releasecollected_material,1
private-neighborhood_modulemay_determine,1
removable_storage_medium,1
misalignment_issue,1
required_navigation_performance_characteristic,1
current_real_estate_ownership,1
personal_safety_device,1
theless_energy,1
such_purpose,1
specialized_rock,1
tagged_vessel,1
silently,1
such_towing,1
earring,1
varietyof_flight_activity,1
further_use,1
GPS_receiver_circuitry,1
unmanned_remote_control_inspection_vehicle_wherein_thevideo_camera,1
so-called_gradient_method,1
system--manually,1
parametric,1
lithium-ion,1
actionevent_occurs,1
thepotential_loss,1
first_slice,1
additional_processor,1
Non_Provisional_patent_application_Ser,1
deterrence_purpose,1
icesurface,1
single_sonar_module,1
accustomed,1
material_library_file,1
severe_WiFi_interference,1
different_cell_network,1
above-described_issue,1
UAVs_navigation_system,1
exhaust_flow,1
overall_control,1
far-field_radiation_pattern,1
original_moving_water,1
theaccompanying_drawing,1
flight_coordination,1
controlledremotely,1
template-based_UAV_control,1
many_spectrum,1
various_military,1
frame_image,1
drive_source_failure,1
ground_system,1
realistic_form,1
matching_portion,1
packet_routing,1
CTMD,1
thisdetachable_section,1
groundspeed,1
reception_performance,1
various_indoor_andor_outdoor_environment,1
wedge-shaped_illumination_system,1
threatening_condition,1
successfulcompletion,1
single_moving_object,1
key_reason,1
authentication_service,1
ablating,1
upfront,1
low-power_data_cell,1
relative_new_point_position,1
target_organism,1
thedrone_operator,1
launchable_unmanned_aerial_vehicle,1
parallelize,1
limited_notice,1
integrated_navigation_approach,1
safety_risk_analysis,1
2-D_objectshape_morphology,1
other_detectable_signal,1
remote_human_pilot,1
translational_correction,1
above-described_aspect,1
quite_rigid,1
fixed_pitch_propeller,1
ppm,1
gray_level_range,1
ICBMs,1
themore_distance,1
few_danger,1
bike_rack,1
wide_frequency,1
capture_hardware,1
other_processor,1
surface_velocity,1
systemincludes,1
projected_alignment_indicator,1
airport_terminal,1
output_measurement_data,1
solo,1
data_retention_feature,1
adjacent_neuron,1
several_graphical_representation,1
accelerationandor,1
deviant_value_beingdifferent,1
current_linear_acceleration,1
theantenna_array,1
surveillance_data_management,1
co-axial,1
computer_incommunication,1
privacy_action,1
hostile_civilian,1
firstbase_station,1
sub-problems,1
commercial_grade,1
aportable,1
typical_distance,1
unmanned_aerial_vehicleis,1
more_configurableencryptiondecryption_device,1
vital_location,1
seconddelivery_point,1
anunmanned_vehicle,1
human_loss,1
usage_andor_travel,1
sequential_line,1
ega_linear,1
qoS_product,1
Maui,1
particular_angle,1
liquid_andor_gas_CO2_coolant,1
solar_radiation,1
operatingUAVs,1
lamdao2,1
portbeing,1
fifth_example_embodiment,1
brightness_value,1
Golden,1
theproper_infrastructure,1
onboard_electronics,1
an,1
acurrent_clock_cycle_time_period,1
thepresent,1
unmanned_aerialvehicles_US_Pat,1
thefirst_transistor,1
beincreased,1
other_invention,1
alternative_solid_state,1
example_stage,1
propellerie_descent,1
airborne_drone_wherein,1
suchnatural_force,1
discrete_transponder_code,1
spatial_limitation,1
package_theft,1
operationalparameters,1
imaging_mean,1
safety_issue_concern,1
transport_device_approach,1
service_canbe,1
incoming_vehicle,1
time_sequencedhardware_instantiation,1
ongoing_basis,1
entire_rating_curve,1
hot_temperature_extreme,1
knowledgeable_technician,1
regularoperational_mode,1
Global_Signatures,1
frustrate,1
other_matter,1
maneuvering_skill,1
electrical_wire,1
wavelength_bandwidth,1
launch_weapon,1
calculate_drone_collision_risk,1
in-flight_breakup,1
many_issue,1
coaxial,1
product_transfer,1
free-floating_condition,1
understandable_representation,1
Barnett-Cowan,1
detachment_occurs,1
2016,1
chemical_interaction,1
receiverespective,1
many_logic_circuit,1
redand,1
more_mark,1
following_form,1
sea_level,1
such_rescue_operation,1
wearable_feedback_system,1
spectacular_aerobatics,1
object_approaching,1
specific_threshold_level,1
automated_datacollection_vehicle,1
hang_glider,1
small-scale_aircraft,1
smart_sensor,1
risk_management,1
migratory_pest,1
designedto_operate,1
armof,1
power_fromthe_power_source,1
negative_G_flight,1
water_table,1
typical_aerialfarm_robot_speed,1
Falling_Workers,1
template_atleast,1
compressor_fin,1
picture_expert_group,1
engine_compressor,1
less_accurate_position_determination,1
lastlya,1
core_module_assembly,1
commercial_endeavor,1
rotary-wing_system,1
party_identity,1
Depth_fertilizer_distributor,1
second_predetermined_threshold,1
theinstallation,1
serial_data_transfer,1
usable_data,1
Park,1
receivedportion,1
morefunction_generator,1
various_video,1
different_medium_type,1
cranewire,1
various_other_more_detailed_implementation,1
plumb,1
Departure_technique,1
more_transducer,1
displaying,1
navigation_module_determines,1
generate_analert,1
field_border,1
vision-aided_navigation_comprising,1
receive_toll_payment_information_fromthe_drone,1
first_radio_frequency_transceiver,1
consistent_internal_temperaturelighting,1
Drone_Aircraft,1
wage,1
thecatastrophic_event,1
fourth_programmatic_instruction,1
detected_UAV,1
programmable_computer_device,1
full-motion_video,1
approachline,1
decision_maker,1
pre-loaded_hash_key,1
onepixel,1
large_animal,1
line-of-sight_information_relative,1
characteristic_whereby,1
reasonable_altitude_capability,1
sugar_cane,1
trailing_edge_vertex,1
light-sensor_element,1
acceleration_level,1
criminal_act_occurs,1
post-failureinvestigation,1
homework_completion,1
gigahertz,1
movesalong,1
sporadic_nature,1
noise_level_rise,1
Serialized_AssetsALDOSA,1
guidance_engine,1
grain,1
limited_resolution,1
809,1
passcode,1
isperpendicular,1
offer_promise,1
tanker,1
successful_task,1
elevation_direction,1
BEMS,1
Emergency_Response,1
theproperty_owner,1
hand-launch,1
andusing,1
laptoptablet,1
assert_action,1
different_field,1
flight_phase,1
network_fails,1
Whrkg_Lithium_Solar_battery,1
parameterization,1
more_smart_gateway,1
resultis,1
ambient_image,1
deterrent_element,1
in-progress,1
identified_signal,1
unplug,1
multi-unit,1
second_optimization,1
horizontallinear_polarization,1
downlink_resource,1
field-programmable_gate_array,1
spaced,1
user-defined_flight,1
defective,1
droneoperators,1
electrical_ballast,1
further_position_determination_method,1
authorise,1
arelative_location_command,1
dirty_insulator,1
timing_offset,1
hybrid_engine,1
failed_reception,1
laser_lighting,1
RC_control,1
maybe,1
baseline_drift,1
conventional_video_conference,1
sonar_obstacle_avoidance_method,1
Location-based_broadcast_messaging,1
determininga_square,1
ii_air_temperature,1
structure_condition,1
pairof_pulley_block_pulley,1
several_gigahertz,1
measurable,1
advanced_avionics,1
second_case,1
programmablearray,1
temporal_scale,1
examplelow-elevation_terrain,1
ambient_temperature_change,1
actionto,1
internal_configuration,1
grounded_sample_collection,1
costly_undertaking,1
virtual_reality_experience,1
Low_Frequencylanding_control_signal,1
conventional_commercial_UAVs,1
not-insulated_vesselscontainers,1
numerous_battery_cell,1
setpoint_position,1
fsubHL,1
theseed,1
toachieving,1
lowaltitude,1
mine_analysis,1
more_mechanical_fastener,1
orpressing,1
arguablya,1
regulatory_scheme,1
step_e,1
oscillator_output_value,1
allocatedtask,1
directional_antenna_alignment,1
moderate_distance,1
salt_water,1
avery_unique,1
changescalibration,1
wireless_power_management,1
refill_slot,1
destinationpositions,1
only_nation,1
correlation_operation,1
csubb,1
millimeter_thick,1
classifiesdrones,1
Motion_Seats,1
fore_propeller,1
receive_social_medium_data_indicative,1
second_unmannedflying_device,1
trainer,1
roundtrip,1
demanded_track_angle,1
side-effect,1
andtesting,1
servo_linkage,1
UAV-based_method,1
more_autonomous_drone,1
onelectronic_map,1
amore,1
following_material,1
modeling_method,1
cameraand,1
wirelesssensor_base_station,1
ivermectin,1
other_multi-stagevehicles,1
corporate_training_requirement,1
preset_location,1
interface_button,1
windbags,1
anda_second_set,1
thenon-programmable_component,1
secure_package_delivery_receptacle,1
areadetermining,1
absolute_navigational_information,1
environmental_reason,1
alternative_waveguide_structure,1
adversarial_party,1
intelligence_operation,1
drone_piloting,1
method_canfurther_comprise_extending,1
includepackaging,1
universal_drone_controller,1
various_treatment_option,1
real_sensorial_image,1
location_B,1
second_measuringpath,1
external_evidenced_repository,1
second_imageinformation,1
water_flow_meter,1
several_government_organization,1
optical_wavelength_band,1
differentwavebands,1
large_scale_plane,1
non-obstacle_area_detection,1
platedisposed,1
includingwavelengths,1
thedrones_flight,1
more_available_image_source_device,1
collectively,1
installed_IO_hardware,1
functional_device,1
immersive_headset,1
Internetcloud,1
real_time_image,1
other_commercial_service,1
still-contaminated_area,1
magnet_stationary,1
waypoint_mission_concept,1
failed_equipment,1
ormanual_shutdown,1
trait,1
Denver,1
half_mile,1
Cartesian_space,1
small_radar,1
damspower,1
andlighting,1
theprivate_residence,1
camera_mayrecord_usage,1
targeted_enemy,1
outdoor_light_show,1
useful_unmanned_aerial_vehicle,1
work_site_information,1
incorrect_radio_signal,1
other_such_device,1
SLAM_deal,1
leastone_tail,1
theoptimal_beam_position,1
target_videostream,1
invasive_specie,1
electromechanical_communication_withthe_drone,1
such_companiesincluding_UPS,1
calculatingusing,1
fine_tracking_process,1
experienced_technician,1
facilitymay_maintain,1
individual_passing_therethrough,1
medium_shrinkage_risk_situation,1
suchproviding,1
limited_tocommunications,1
textual_method,1
cable_fastener,1
inner_portion_relative,1
machinery_cycle,1
simulated_autopilotsensors_input,1
control_electronics,1
spectrum_cost,1
meta-classifier_system,1
GLOBAL_HAWKS,1
acommunication_quality,1
image_artifact,1
random_period,1
asExperiential_Data,1
afirst_IoT_device,1
lockingchannel,1
power_stage,1
pedestrian_movement,1
high_power_diode_laser,1
processsteps,1
barcode_andor_RFID_tag,1
transitory_nature,1
reliable_voice_communication,1
traditional_model,1
potential_output_power,1
electrical_razor,1
electronic_solenoid,1
smooth_acceleration,1
other_small_rock_formation,1
trained_individual,1
eg_wireless,1
improved_image_collection,1
voxel_grid,1
double-clad_optical_fiber_hasfirst,1
such_IoT_device,1
output_pavement_markingdata,1
videofrom,1
foregoingdevices,1
vertical_lift_control,1
firstflight_path,1
store_fromthe_deployment_system,1
anexcessive_internal_resistance_condition,1
real-time_fashion,1
thewireless_communication,1
improved_reliability,1
hand-,1
Navys_surface_fleet,1
computer-executable_instructionscause,1
boarding_chamber,1
disposal_cost,1
UAV_mapping_survey,1
locationon,1
received_local_report,1
prior_aircraft,1
other_operator,1
ultimate_customer,1
roll_control_signal,1
successive_image_frame,1
use_case_specification,1
nutsbolts,1
implementation_andapplication,1
laser_target_designators,1
significant_health_threat,1
oreffective_non-lethal_force,1
additional_angle,1
coordinate_designation,1
unreliable_movement,1
zoom_position,1
mESH_network,1
rear_mount,1
eye_strain_redness,1
Intercontinental_Ballistic_Missile,1
output_test_data_responsive,1
wireless_radiocommunication_link,1
drone-mounted_user_equipment,1
withco-rotating_compressor,1
next_dataprocessing_rate,1
human_crew,1
infinite,1
soilOptix_Technologies,1
shading_fabric,1
security_officer,1
virtual_connection,1
SID_location,1
corresponding_antenna_aperture,1
color_reference,1
bicycle_support_seat_assembly,1
malfunctioning_rotor,1
such_inaccurate_estimationmay_result,1
hysteresis,1
fish_tends,1
cost_penalty,1
sensorfrustum,1
more_mode,1
wind-powered_electrolysis,1
arecipient,1
Autonomous_Underwater_Vehicles,1
mobile_telephony,1
multiple_transmission,1
andor_detect_disease,1
undesirable_andor,1
ofarmoring,1
maximum_signal,1
theactive_position,1
movement_adjusting_device,1
load-bearing_strength,1
part_hereof,1
linear_direction,1
PORTABLE_COOLER_INCLUDING_ICE_SHEET_HAVING_REFRIGERANT_CUBES,1
graphic_user_interface,1
moduledata,1
andorientation,1
entitled_Television,1
slant_plane,1
location-dependent_manner,1
affixed_object,1
bemarked,1
x-y_shift,1
precast_mold,1
security_danger,1
toxic_exposure,1
playsan,1
payload_frame_andmeans,1
other_government_function,1
more_wireless_radio,1
3-D_visualisation,1
secure_retention,1
softwaresettings,1
comprisesbackground,1
kt,1
Channel_Quality_IndicatorReceived_Signal_Strength_Indication,1
down_time,1
circular_tray,1
VtOL_configuration,1
defined_positional_relation,1
secondpredetermined_location,1
currentgeographic_location,1
tags_transmission,1
tradeoffs,1
abilityare,1
reality-rulesdatabase,1
apresence,1
conventional_large_scale_turbine_jet_engine,1
Washington,1
plastic_second,1
many_other_vehicle,1
electricallypowered_remote_device,1
further_indicator,1
toanalyze,1
First_Person_Video,1
surprise,1
multi,1
respective_applied_method,1
more_unmanned_drone,1
other_appliance,1
personal_technology,1
empty_area,1
AK-47_firing,1
other_manufacturing_resource,1
locationand,1
control_systemcan,1
such_DCDC_converter,1
first_logical_grouping_identifier,1
most_airborne_object,1
wingshave_airfoil_cross-sections,1
10kilometers,1
other_foreign_object,1
further_effect,1
such_variant,1
last_level,1
decrypted_digest,1
instantaneously,1
cross-modality,1
arereduced,1
Africa,1
second_transmission_synchronizationsignal,1
image_photographing,1
thewireless_power_transmitter,1
own_right,1
opposite_hemisphere,1
optical_battling_drone_system,1
limited_location,1
desirable_payload_location,1
compliance_function,1
obtains,1
designatedtrajectory,1
unmanned_aerial_vehicle_manufacture,1
payload_capability,1
range-ambiguity_mitigation,1
remote_userone,1
strong_demand,1
immediate_sale,1
infrastructure-less_network,1
standard_communication,1
oras,1
other_physical_medium,1
andor_deliveringobjects,1
scheduled_event,1
entire_discrete_component,1
idle,1
flat_field,1
THE_PRIOR_ART,1
additionallythe_method,1
muscle_tension,1
downlink_data_stream,1
complete_three-dimensional_first_person_view,1
linecould,1
horizontal_attitude,1
hazardouslocations,1
hail_effect,1
approaching_craft,1
black_box,1
sanctioned_competition,1
remotely-operabledevice,1
consumer_us,1
law_enforcement_identification_friendfoe_beacon,1
other_non-limiting_embodiment,1
generated_electrical_signal,1
video_camera_imaging,1
building_aspect,1
water_contamination,1
boostedpower_state,1
real_property_damage,1
turbineblades,1
heli-tankers,1
extensive_operator_training,1
image_stabilization_information_refers,1
bidirectional,1
message_digest,1
modify_message,1
semi-vertical_surface,1
MJm,1
informationconcerning,1
information_managementdisplay_software_package,1
performance_metric_module,1
scalable_low_cost_solution,1
commercial_unmanned_aerial_vehicle,1
branding,1
important_military_objective,1
man-overboardMoB_situation,1
Vsubcg,1
such_exemplary_device,1
24,1
JP-5_vary,1
pathacquiring,1
common_cause,1
roof-related_repository,1
automatic_target_search,1
therebypermitting,1
monolithic_robotics,1
designated_height,1
single_video_feed,1
certain_exemplary_system,1
reduced_accuracy,1
detailed_aspect,1
environmental_interaction,1
fund,1
inter-element_data_exchange_technique,1
wireless_station,1
assignedhomework,1
additional_digital_parameter_value,1
ship_propulsion_system,1
informationdescribing,1
vehiclewherein,1
alpine,1
quarantine,1
access_permission,1
surface_transducer,1
holographic_reflector,1
typical_SLaM_deal,1
known_obstruction,1
assistance_system,1
detectedacoustic_signal,1
tothe_preset_location,1
such_external_parasite,1
tracking_vessel,1
howeveris_time_consuming,1
currentlyutilized,1
terminal_become,1
vehicle_charge_query,1
magnetic_flux_leakage_region,1
cruise_flight,1
Drawings,1
multistatic_sonar_system,1
geometrical_transformation,1
inertial_motion_sensor,1
new_setup,1
flyingvehicle,1
sensitive_innature,1
eg_thePersonal_Dose_Equivalent,1
internet_address,1
moreextreme,1
entire_UAV_fleet,1
such_alignment,1
PM_procedure,1
computer_networking_today,1
Airtraffic_Control_system,1
contrast_ratio_filter,1
anti-torquing_device,1
solar_collection_efficiency,1
isinitially,1
operatedsafely,1
power_output_capacity,1
andsecond_image_data,1
primary_adverse_effect,1
dependent_patent_claim,1
gear_system,1
unmanned_aerial_vehicle_identity,1
offchaos,1
lined,1
moreefficient_power_consumption,1
distribution_hub,1
vehiclesit,1
calculated_point,1
wildfire_monitoring,1
productively_spent,1
Space_Data_Systems,1
such_acquisition,1
hybrid_mode,1
decrease_simulator_performance,1
system-on-chip,1
cameratransport,1
real-timeinformation,1
fixed_amount_oftime,1
along_time,1
adi_Shamir,1
hereby_described_consists,1
fuel_density,1
pre-storedinformation,1
verified_dismount,1
cup-shaped_member,1
intermediate_device_structure,1
dismiss,1
semiautonomous_unmanned_autonomous_vehicle,1
alone,1
airtraffic_control_authority,1
Jackson,1
background_illumination,1
Channel_Quality_Indicator,1
entire_world,1
server_entity,1
accompanying_structure,1
power_mode,1
many_wind_tunnel,1
saiddetermination,1
vertical_landing_position,1
blockprovides,1
cloaking,1
Securitized-real-property-related_asset_system,1
high_current-carrying_density,1
4000105,1
integrated_sensor_feedback,1
pre-recorded_voice_message,1
avoids_air,1
more_flight_operation,1
supply_request,1
soil_acidity,1
oceanic,1
basic_level,1
tormentor,1
pre-correction_noise_evaluation_image,1
cost-effective_implementation,1
excavation,1
bysettling,1
safety_regulation,1
wireless_remote_control_unit,1
need_forum_technique,1
image_streaming,1
user_wearingthe_terminal,1
current_flight_plan,1
Beyond_Visual_Line,1
correct_corrective_action,1
broad_brief_Paragraphs,1
near-infrared_result,1
infrastructure_line,1
andor_c,1
sea_water_switch_operable,1
windturbine_farm,1
digital_object-model,1
Beech-craft_Bonanza,1
crop_inspection,1
guarddoes,1
power-multiplexer_control_circuitry_includescomparison,1
multi-rotor_UAV_flight_control_method,1
current_video,1
arefiltered,1
particular_note_herein,1
near_field_sensor,1
UAV_throughoutthe_night,1
individual_package_delivery_box,1
priority_claimsis,1
base_power_supply,1
good_signal_condition,1
flightcontroller,1
observability,1
talkcommunication_symbol,1
afore-mentioned_teleoperation_method,1
optical_imaging,1
receivedisplay,1
coupling_problem,1
temporal_metadata,1
additional_swashplate_component,1
locating_step,1
left_vertical_fin,1
decide,1
v0-v1,1
data_relative,1
5311973,1
salt-water,1
different_band,1
Liz_Ahlberg,1
enemy_attack,1
mobileapplications,1
received_alerting_signal,1
next_aerial_farm_robot,1
embeddedprocessor,1
landslide,1
land-based_vehicle_andor,1
support_communication,1
aerosol_type,1
ifthe_weapon,1
Colombia,1
CG_envelope,1
supporting_component,1
additional_nose,1
slave_droneor_drone,1
pre-generate_insurance_claim,1
desired_target,1
appropriate_coverage,1
summedintensity_value,1
sensory_cue_transducer,1
Earth_program,1
testing_evolution,1
taggedtarget,1
than250_gram,1
HemiRound,1
design_configuration,1
automated_mode,1
application_store,1
high_density_population,1
dynamic_mobile_traffic_load,1
theory,1
fullydeveloped,1
video_display_modification,1
type_TJAV,1
rod_motion,1
thespecification,1
Asburn,1
RGB_imagedata,1
6927066,1
general_cargo,1
Langley_AFB,1
appropriate_componentsthereof,1
device_comprisesforward_facing,1
first_strip,1
effective_obstacle_avoidance,1
thefirst_ordnance_munition,1
red_helium_neon_laser,1
prior_art_invention,1
unmanned_aerial_vehicle_wait,1
safetyis,1
such_anadrenaline_intensive_activity,1
low-throughputcommunication_link,1
inventive_methodology,1
measured_angle,1
closureof,1
certain_exemplary_embodiment,1
FAAs_Air_Traffic_Organization,1
reducingthe_vehicle,1
interlink,1
inventor_Henry_Chen,1
flash_light,1
calculated_shadow,1
ground_transportation_congestion,1
next_several_decade,1
various_terrain,1
patrol_agency,1
user_skill_level,1
unique_identifier_GUID,1
low_speed_capability,1
swat,1
route_pass,1
several_aerial_farm_robot,1
safe_method,1
ProcessingFacility,1
Internet_backhaul,1
compressor_Stator_Vanes,1
remote_sensorinterface,1
analytic_computer_unit,1
unique_docking_system,1
network-based_recharging,1
proper_network_planning,1
unevaluated_monitoring_data,1
accelerated_diffusion,1
ninth_lens_surface,1
byatmospheric_force,1
example_Tof_sensor,1
37-100_THz_medium-wave,1
onboard_computer_system,1
required_voltage,1
voltage_rail,1
theoscillating,1
point_intime,1
centering_housing,1
predetermined_physical_distance,1
andor_perform,1
visual-indicator,1
design_fragmentation,1
cleaning_cycle,1
more_Properties,1
smart_delivery_receptacle,1
agricultural_industry,1
unique_sequence,1
second_signal-to-noise_ratio,1
smart_humanoid_mailbox,1
human_monitoring,1
focal_position,1
voicetext-to-speech_synthesized_voice,1
Cellular_Drive_Test_System_Network_andUS,1
re-calculation,1
fix_location,1
motorcar,1
payload-sidedeployment_mechanism,1
forward-looking_tV_camerasare,1
possible_error,1
present_state,1
other_measurable_factor,1
UAV_flight_condition,1
sombx_=2Jsub1xx,1
convention_center,1
goodswhen,1
AR_eyepiece_application,1
